RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,ID,ACTION
31205,3883,117961,118343,119987,118784,118785,290919,118786,17934,1
42103,13135,117961,118225,120535,118368,118368,117887,118486,22981,1
27404,3745,117961,118300,118360,124435,118362,118363,124436,18034,1
74964,7389,117961,118386,118746,118451,152307,118453,118454,15993,1
27356,7411,117961,118386,118746,118451,130134,118453,118454,30892,1
80743,5557,118169,118170,135245,259173,248160,292795,118943,23405,1
39472,7459,5110,117954,122672,118685,223708,308574,118687,5180,1
74728,7583,118990,118991,118992,117905,120828,290919,117908,7046,1
25993,5027,117961,118343,119598,118834,133686,118424,118836,8726,1
35027,15824,117961,118225,120323,119093,132900,119095,119096,7852,1
6977,7236,117961,118343,118833,117905,117906,290919,117908,1285,1
79969,4202,117961,118052,118706,307024,306404,118331,118332,6018,1
80538,8435,117961,118225,124449,122129,150283,121916,122131,28601,1
5112,124625,118725,118726,119076,118422,300136,118424,118425,4099,1
25559,16850,117961,118225,122298,119093,120324,119095,119096,14956,1
79092,2930,117961,118343,118700,118784,153945,290919,118786,27802,1
20312,2327,117961,118300,119181,128230,302830,4673,128231,7131,1
29108,111936,117961,118300,118783,117905,117906,290919,117908,28923,1
76860,3225,117961,118327,118929,118321,117906,290919,118322,15205,1
32270,4189,117961,118343,119987,307024,311622,118331,118332,30663,1
20897,17640,117961,118386,118881,119962,168365,118205,119964,13770,1
20222,15618,118256,118257,117945,280788,280788,292795,119082,7004,1
23127,23122,118290,118291,119136,120056,137950,118474,120058,11339,1
39968,18213,117961,118386,125016,118451,126309,118453,118454,13413,1
75035,18018,117983,117984,117878,118568,292195,19721,118570,13974,1
31181,2299,117961,117962,119223,123737,131844,118960,123738,27647,1
25831,15644,118752,119070,118623,117946,119110,292795,117948,14337,1
20294,69071,117916,118011,117920,118568,300163,19721,118570,2577,1
74181,858,117961,118327,118529,118777,279443,308574,118779,10830,0
33147,21033,117961,118300,123749,118636,161129,118638,118639,5019,1
75834,50089,117961,118343,118514,117905,117906,290919,117908,7752,1
26437,50121,117893,117894,117895,117896,117897,117887,117898,17409,1
77993,4004,117961,118343,118856,118321,117906,290919,118322,11178,1
26972,221,117961,118413,120370,118784,240983,290919,118786,6750,1
19284,51138,117961,118413,119968,118321,117906,290919,118322,9073,1
30839,4712,117961,118343,118395,123067,233714,118398,123068,14265,1
1969,2199,4292,126095,118378,179731,179731,117887,117973,26695,1
78766,65460,118079,118080,117878,117885,118177,117887,117888,29205,1
14960,12767,118084,118085,117941,117885,117913,117887,117888,5549,1
80348,3197,117961,118386,120361,117905,117906,290919,117908,10078,1
23086,215806,118315,118316,123656,118321,242891,290919,118322,10536,1
73815,59749,118315,118316,118464,119172,162182,118467,119174,8673,1
20284,87595,117980,117981,118246,179731,125290,117887,117973,28201,1
112391,4097,117961,118413,120526,117905,117906,290919,117908,8460,1
79694,770,117961,118343,119181,118451,130134,118453,118454,17468,1
6977,13419,117961,118300,120059,120812,305057,118638,120814,668,1
31183,46663,118256,118257,118623,259173,193644,292795,118943,28925,0
41296,4189,117961,118343,119987,118321,117906,290919,118322,22699,1
78122,7490,118349,118350,122672,130857,125539,308574,130858,7568,1
43876,56679,118079,118080,117878,117885,117913,117887,117888,11028,1
80202,127738,117961,118225,118403,118451,130134,118453,118454,7900,1
33642,80413,118163,118164,117878,117879,117879,19721,117880,812,1
32270,4175,117961,118343,119598,120497,133686,118424,120499,7656,1
18381,851,117961,117962,122215,118685,279443,308574,118687,11788,1
75834,3990,117961,117962,118409,122645,151214,119221,122647,26231,1
40305,17835,117961,118225,118403,121594,170665,4673,121596,18059,1
972,51345,117961,118052,120417,118702,125047,118704,118705,22719,1
37557,81307,131853,131854,128350,128351,128352,118347,128353,2101,1
23921,5323,117961,118343,119598,307024,132719,118331,118332,27181,1
19998,15620,118169,118170,119781,120097,301520,270488,120099,19637,1
80660,25293,117961,118386,118317,121414,130802,118704,121416,10811,1
28294,25631,117961,118343,149210,118422,144350,118424,118425,30382,1
81497,1447,117961,118343,120722,120690,120690,290919,120692,30972,1
26411,4135,117890,118102,117878,117885,118069,117887,117888,17763,1
15714,5588,118256,118257,117945,259173,130913,292795,118943,25820,1
57869,20361,117961,117962,118433,117905,117906,290919,117908,27813,1
32270,17261,117961,118343,118833,118054,120514,117887,118055,29383,1
39151,54684,117961,117962,118910,118777,279443,308574,118779,28797,1
25993,55119,119062,119091,123125,134095,300136,118474,118475,25989,1
99552,7411,117961,118386,118746,118747,130134,118453,118749,4069,1
35528,4903,118290,118291,118825,118293,196697,118295,118296,5635,0
79299,5546,119134,119135,118575,118636,175234,118638,118639,32248,1
23921,5604,117961,118343,119598,118685,155651,308574,118687,13164,1
75305,15967,117961,118300,124942,117905,117906,290919,117908,31431,1
84820,2407,117961,118446,120317,118321,245058,290919,118322,3369,1
5410,74831,117961,118327,118391,120702,132069,118504,120704,32183,1
82384,1903,117961,118343,118514,118321,117906,290919,118322,8649,1
25231,27104,117961,118327,118507,118863,127778,118398,118865,12309,1
16370,17550,117961,118446,118684,118321,117906,290919,118322,29964,1
45019,7011,117961,118327,120685,117905,117906,290919,117908,16613,1
22476,6699,117961,118343,119993,117905,117906,290919,117908,10569,1
43268,18449,117961,118300,119181,118465,159686,118467,118468,31783,1
6977,3889,117961,118386,121668,118685,279443,308574,118687,12756,1
4675,54290,119301,119302,119303,117905,117906,290919,117908,27887,1
75443,5063,117961,118300,121108,119928,150810,118331,119929,28472,1
16443,7076,117961,118225,120041,119093,120324,119095,119096,27022,1
46033,17788,117961,118446,119961,132671,118260,290919,132673,1399,1
79007,23347,117961,118052,119408,118685,279443,308574,118687,32306,1
38112,55842,117893,117894,117895,117879,117897,19721,117880,20301,0
974,6235,117961,118343,118437,119949,127527,290919,119951,13075,1
78311,21254,117932,117933,117878,118568,120877,19721,118570,3008,1
75078,70692,118315,118316,118202,118784,253978,290919,118786,14705,1
42451,1334,117961,117962,118910,118451,130134,118453,118454,24219,1
38704,8750,118192,118193,117895,117879,118250,19721,117880,12522,1
74001,144107,118090,118091,119424,179731,62587,117887,117973,7930,1
19310,47929,5110,117954,117895,118194,118195,117887,118196,22208,1
33249,3979,117961,118343,120347,119433,133686,118424,119435,30369,1
25231,2837,118887,118888,118631,120344,303717,118424,120346,27816,0
36963,20219,119280,119281,117945,280788,280788,292795,119082,29814,1
23921,8784,117961,118300,119890,118834,150799,118424,118836,32311,1
3853,4189,117961,118343,119987,118321,117906,290919,118322,18139,1
1281,52007,117961,117962,118910,179731,118368,117887,117973,23294,1
32270,12394,119134,119135,125821,118422,300136,118424,118425,14902,1
33642,53247,117932,117933,117878,119786,119787,119788,119789,1484,1
80133,50793,117961,118052,120096,117905,117906,290919,117908,20639,1
36551,1549,118084,118085,117884,118568,138897,19721,118570,17739,1
43165,1475,91261,118026,118450,128093,150602,119184,128095,3620,1
75477,1775,120864,121013,128516,118636,194964,118638,118639,23445,1
44884,5339,117961,118300,19772,123045,248000,120518,123047,30147,0
38972,46471,118256,118257,117945,126684,130913,292795,126685,28882,1
25731,3748,117961,118300,120059,118636,133779,118638,118639,21844,1
20733,21163,118095,118096,118008,118568,127856,19721,118570,27398,1
14354,53205,118095,118096,118008,117879,117897,19721,117880,32013,0
29922,25276,117961,118343,121747,118321,117906,290919,118322,13736,1
40230,46149,117961,118327,4674,118784,174486,290919,118786,9570,1
972,16971,117961,118300,119993,118321,240983,290919,118322,14301,1
5045,8229,117961,118300,28618,119351,149246,3130,119353,25230,1
14662,46546,117978,117979,117912,117879,117886,19721,117880,28102,1
5410,2641,117961,118327,118391,118321,117906,290919,118322,6561,1
21424,20818,119062,119063,124211,118321,117906,290919,118322,1944,1
25231,1038,118887,118888,118889,118863,307233,118398,118865,239,1
32174,5330,117961,118052,122938,120097,174445,270488,120099,2002,1
77299,75182,118200,118201,117941,117879,117886,19721,117880,12193,1
80804,17218,117961,118300,120026,123737,180449,118960,123738,25439,1
16018,744,117961,118300,118437,117905,117906,290919,117908,26136,1
28877,4413,117961,118343,118833,117905,290878,290919,117908,21553,1
35819,14457,118219,118220,117884,117879,267952,19721,117880,9881,1
43431,18185,117961,118225,129617,121414,269394,118704,121416,416,1
75901,5053,117961,118300,121108,120344,267189,118424,120346,32262,1
76620,2942,117961,118343,118700,117905,240983,290919,117908,9027,1
80660,22858,118887,118888,118706,118980,298285,118295,118982,17841,1
42502,4055,117961,118343,120722,118361,118362,118363,118364,14421,1
76627,30519,117961,117962,119223,118777,127897,308574,118779,11585,1
83272,21866,117961,117969,118816,120647,129715,118398,120649,16383,0
89868,174,117961,118413,121639,120690,127922,290919,120692,28115,1
17308,139593,118212,118213,119781,119782,169177,119784,119785,21837,1
45014,16850,117961,118225,122298,119093,120324,119095,119096,701,1
34950,14321,118084,118085,117884,117885,117913,117887,117888,13375,1
76446,8074,117961,118300,119181,118321,117906,290919,118322,24928,1
73815,10987,119170,119171,140453,143183,218938,119788,143185,11086,1
39262,25607,117961,118343,118856,118685,126297,308574,118687,22020,1
27188,3697,117961,118327,118933,126293,162849,4673,126295,24015,1
80550,4993,117961,118343,118979,118826,134537,118424,118828,9500,1
20271,71555,117916,118011,117912,117879,117897,19721,117880,28244,1
45652,7067,117961,118225,118403,118321,117906,290919,118322,19827,1
15369,54652,118169,118170,118556,117946,232258,292795,117948,23141,1
76801,6453,125714,125715,118910,118784,229339,290919,118786,27200,1
45229,71401,91261,118026,118202,117905,117906,290919,117908,9648,1
35265,59312,118441,118442,118378,119192,300603,119184,119194,14756,1
37567,16527,91261,118026,118202,117905,117906,290919,117908,22611,1
1020,69502,118658,118659,123606,118641,228288,118643,118644,22024,1
36575,14348,118169,118170,118623,117946,144221,292795,117948,8056,1
80229,5496,91261,118026,118202,118321,117906,290919,118322,30907,1
79279,15491,117961,118343,119796,121414,303450,118704,121416,25685,1
40531,23125,118752,119070,119136,119137,181720,118474,119139,21521,1
74347,33266,117961,118300,123719,117905,240983,290919,117908,257,1
37951,58511,117890,117891,117878,117879,117879,19721,117880,12209,1
75834,1840,117961,118343,118514,118321,117906,290919,118322,21938,1
77343,2858,118219,118220,118344,127847,128352,118347,127848,335,1
74909,4565,117961,118386,121961,118784,117906,290919,118786,29902,1
5372,3966,117961,118343,122012,118685,120316,308574,118687,25527,1
16191,3043,117961,118413,118481,117905,240983,290919,117908,2374,1
14354,22871,118219,118220,118008,117879,117897,19721,117880,29692,1
5404,5409,117961,118343,119993,117905,240983,290919,117908,21488,1
42093,2908,117961,118343,118979,119433,133686,118424,119435,15306,1
7543,3332,117961,118343,121747,117905,117906,290919,117908,18204,1
37734,12240,118090,118091,119424,179731,133533,117887,117973,15137,1
18072,7806,118573,118574,117945,280788,280788,292795,119082,6607,1
74302,2068,117980,118076,131868,119192,119193,119184,119194,27897,1
16022,13820,117961,118343,119796,120516,256206,120518,120519,4245,1
35017,4838,117961,118343,120126,118834,133686,118424,118836,1224,1
43422,7369,117961,118386,118896,118259,117906,290919,118261,5143,1
80693,5697,117961,118386,118692,118321,240983,290919,118322,27174,1
19998,110900,119134,119135,123173,117896,173667,117887,117898,638,1
23921,53081,117961,118343,119598,119433,133686,118424,119435,4704,1
74734,5060,117961,117962,118791,122022,131419,119221,122024,15800,1
28315,3471,118169,118170,118042,118054,133571,117887,118055,7733,1
37981,27898,118106,118107,117941,117879,117886,19721,117880,7315,1
55932,17669,117961,118300,118514,118321,240983,290919,118322,7691,1
30999,4511,117961,118300,119181,118321,117906,290919,118322,5130,1
43906,770,117961,118343,119181,118451,130134,118453,118454,14965,1
14354,19932,118084,118085,117941,117879,117886,19721,117880,3781,1
41276,50976,117961,118413,119968,118784,117906,290919,118786,4821,1
28149,18211,117961,118386,119214,118321,117906,290919,118322,20920,1
31441,5504,117961,118300,131274,307024,311622,118331,118332,15937,1
31641,6047,117961,118413,120370,118777,279443,308574,118779,3984,1
34580,1448,117902,117903,120722,117905,117906,290919,117908,7447,1
34906,17728,117961,118446,119986,118318,168365,118205,118319,11144,0
39616,2594,117961,118300,120410,128230,302830,4673,128231,26000,1
22394,87910,91261,118026,119279,118451,126309,118453,118454,3381,1
39395,21837,117961,118327,118507,118890,311441,118398,118892,20036,1
42085,4953,117961,118343,119598,120344,310997,118424,120346,18319,1
41289,71401,91261,118026,118202,118321,117906,290919,118322,9826,1
74154,6122,117961,118300,120026,119433,133686,118424,119435,27805,1
972,5018,118595,118596,81476,118826,140711,118424,118828,3522,1
4675,5997,117961,118446,16232,118784,117906,290919,118786,12291,1
80772,16314,117961,118446,120317,117905,117906,290919,117908,27831,1
79422,3821,117961,118386,118522,118321,117906,290919,118322,12487,1
4675,20818,119062,119063,124211,117905,117906,290919,117908,11443,1
45019,1080,117961,118327,118378,120618,304465,118643,120619,23451,1
19723,2088,118006,118007,117920,117879,117897,19721,117880,23336,0
38468,31427,117993,117994,117895,117885,117913,117887,117888,1639,1
38403,7370,117961,117962,118481,118321,117906,290919,118322,20916,0
25993,7530,117961,118300,118514,118318,168365,118205,118319,16415,1
39879,15510,118169,118170,118171,130479,185784,119784,130481,31575,0
79121,51124,117961,118300,118631,118422,126423,118424,118425,24544,1
40590,13845,117961,117962,118791,118792,211906,118424,118794,21010,1
75078,69326,91261,118026,123656,118321,117906,290919,118322,25737,1
78972,7389,117961,118386,118746,118747,239652,118453,118749,19191,1
114042,31370,118212,118213,118360,118777,134910,308574,118779,13225,1
278393,19679,117935,117936,117878,117899,117899,19721,117900,3277,1
34924,8627,119062,119091,120299,120300,310947,120302,120303,23112,1
18913,26345,117929,117930,117920,124313,131967,120134,124315,30512,1
80145,7551,117961,118052,118867,118321,117906,290919,118322,19006,1
44100,866,117961,118413,120526,118259,132668,290919,118261,25642,1
74909,8168,117961,118386,119954,118318,168365,118205,118319,19090,1
78320,52916,117890,118102,117878,118568,120877,19721,118570,10925,1
79092,4012,117961,118300,118597,118054,118054,117887,118055,26525,1
75511,20382,117961,118300,124942,123737,123107,118960,123738,14358,1
972,4108,118887,118888,119136,119137,122564,118474,119139,17684,1
80907,51677,118658,119883,118635,187168,245778,119695,187169,12619,1
42664,21033,117961,118300,123749,166592,166593,118638,166594,21070,1
39863,7133,117961,118327,118320,118321,118448,290919,118322,7786,1
278393,51345,117961,118052,120417,118702,125047,118704,118705,26914,0
3069,1411,117902,117903,118437,122129,305057,121916,122131,30964,1
13878,11988,118742,118743,117941,117879,117897,19721,117880,12711,0
25726,4549,117961,118225,120050,118321,117906,290919,118322,12396,1
33054,70130,118595,118596,81476,118826,158101,118424,118828,4504,1
80143,3005,117961,118413,118481,118321,117906,290919,118322,19574,0
