REF_NO,children,age_band,status,occupation,occupation_partner,home_status,family_income,self_employed,self_employed_partner,year_last_moved,TVarea,post_code,post_area,Average_Credit_Card_Transaction,Balance_Transfer,Term_Deposit,Life_Insurance,Medical_Insurance,Average_A/C_Balance,Personal_Loan,Investment_in_Mutual_Fund,Investment_Tax_Saving_Bond,Home_Loan,Online_Purchase_Amount,gender,region,Investment_in_Commudity,Investment_in_Equity,Investment_in_Derivative,Portfolio_Balance,Revenue_Grid
5253,2,31-35,Single/Never Married,Housewife,Manual Worker,Own Home,"<30,000, >=27,500",No,No,1986,Granada,LA14 3EH,LA14,14.99,149.42,151.44,118.37,0.0,76.97,6.47,30.43,0.0,0.0,0.0,Female,North,86.84,18.98,38.71,92.7,2
4561,Zero,71+,Partner,Retired,Retired,Own Home,"<12,500, >=10,000",No,No,1954,HTV,TA6 6HX,TA6,0.0,0.0,69.99,0.0,0.0,39.99,0.0,0.0,4.99,0.0,0.0,Male,South West,14.0,7.5,7.5,25.87,2
11111,1,41-45,Divorced/Separated,Business Manager,Unknown,Rent Privately,"<22,500, >=20,000",No,No,1982,Carlton,WA18 4HU,WA18,19.49,168.96,89.98,54.48,0.0,11.99,36.97,0.0,0.0,14.58,0.0,Female,North West,66.58,10.59,17.24,109.99,2
789,Zero,26-30,Partner,Secretarial/Admin,Professional,Own Home,">=35,000",No,No,1995,Carlton,CM12 0UH,CM12,69.97,0.0,15.0,0.0,17.96,0.0,14.99,0.0,7.49,0.0,7.99,Female,South East,20.59,5.08,6.74,24.34,2
7106,2,36-40,Partner,Other,Business Manager,Own Home,">=35,000",No,No,1989,Meridian,BH18 9NX,BH18,0.0,0.0,0.0,34.99,0.0,0.0,1.98,0.0,0.0,0.0,0.0,Female,South West,7.0,0.33,6.16,30.22,2
4174,2,31-35,Partner,Secretarial/Admin,Professional,Own Home,"<27,500, >=25,000",No,No,1996,Yorkshire,YO32 3NS,YO32,9.49,0.0,0.0,0.0,0.0,4.99,19.98,15.98,0.0,20.69,0.0,Female,Unknown,1.9,10.27,6.83,57.84,2
5516,Zero,22-25,Single/Never Married,Professional,Manual Worker,Own Home,"<27,500, >=25,000",No,No,1997,Yorkshire,DN4 7JL,DN4,17.99,119.47,29.99,283.88,26.97,12.41,0.0,149.4,0.0,0.0,187.87,Female,Unknown,95.66,58.28,78.78,217.82,1
5904,Zero,22-25,Single/Never Married,Professional,Unknown,Rent Privately,"<10,000, >= 8,000",No,No,1998,HTV,CF46 6SB,CF46,0.0,0.0,0.0,0.01,0.0,4.99,0.0,21.98,0.0,2.99,0.0,Female,Wales,0.0,4.99,4.5,51.54,2
5372,Zero,61-65,Partner,Other,Other,Own Home,"<10,000, >= 8,000",No,No,1968,Meridian,ME4 5LR,ME4,0.0,0.0,0.0,0.0,9.99,0.0,0.0,0.0,0.0,0.0,0.0,Female,South East,2.0,0.0,1.67,-53.04,2
634,Zero,26-30,Partner,Manual Worker,Manual Worker,Own Home,"<25,000, >=22,500",No,No,1994,Tyne Tees,NE11 9RL,NE11,0.0,40.48,0.0,30.0,0.0,29.99,0.0,0.0,0.0,11.97,0.0,Female,North,14.1,6.99,10.0,23.08,2
2648,1,45-50,Partner,Secretarial/Admin,Business Manager,Own Home,"<30,000, >=27,500",No,No,1971,Anglia,NR13 4QU,NR13,0.0,0.0,47.98,81.94,6.99,0.0,42.95,11.99,0.0,0.0,0.0,Female,East Anglia,27.38,9.16,23.98,111.86,2
3541,2,26-30,Partner,Secretarial/Admin,Other,Own Home,"<17,500, >=15,000",No,No,1988,Carlton,RM16 4JU,RM16,0.0,0.0,0.0,68.48,0.0,15.46,273.33,89.42,15.48,4.49,0.0,Female,South East,13.7,66.36,77.03,204.62,2
4618,Zero,65-70,Widowed,Student,Secretarial/Admin,Own Home,"<12,500, >=10,000",No,No,1996,Meridian,L23 7BN,L23,0.01,0.0,0.0,113.43,0.0,45.44,0.0,190.34,16.98,8.98,223.73,Male,North West,22.69,80.91,61.03,160.22,1
3596,Zero,45-50,Divorced/Separated,Retired,Unknown,Own Home,"<22,500, >=20,000",No,No,1988,Anglia,MK3 5ET,MK3,0.0,0.0,0.0,61.92,4.99,4.98,0.0,25.98,0.0,2.99,0.0,Male,South East,13.38,5.66,16.31,72.66,2
6594,Zero,45-50,Partner,Housewife,Manual Worker,Own Home,"<22,500, >=20,000",No,No,1977,Carlton,AL3 6LS,AL3,19.99,0.51,102.96,221.35,29.96,96.38,0.0,57.96,2.0,0.0,0.0,Female,South East,74.95,26.06,67.94,241.78,2
9552,3,36-40,Partner,Secretarial/Admin,Professional,Own Home,"<17,500, >=15,000",No,No,1991,Ulster,BT53 6AE,BT53,0.0,22.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,Northern Ireland,4.5,0.0,0.0,-27.49,2
5434,3,26-30,Partner,Professional,Housewife,Own Home,">=35,000",No,No,1996,Carlton,GU7 1TY,GU7,0.0,0.0,0.0,19.49,11.99,42.44,5.49,30.97,22.67,6.48,0.0,Female,South East,6.3,18.01,22.18,29.59,2
4078,Zero,61-65,Partner,Retired,Retired,Rent Privately,"<12,500, >=10,000",No,No,1996,Tyne Tees,TS26 8AZ,TS26,0.0,0.0,0.01,114.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,North,22.89,0.0,19.08,27.97,2
4754,Zero,36-40,Partner,Manual Worker,Manual Worker,Rent Privately,"<25,000, >=22,500",No,No,1984,Granada,BL6 7HR,BL6,0.0,0.0,0.0,45.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,North West,9.19,0.0,7.66,2.65,2
10265,1,31-35,Partner,Secretarial/Admin,Manual Worker,Own Home,"<30,000, >=27,500",No,No,1991,Central,WS10 9QP,WS10,0.0,59.49,19.99,31.99,0.0,0.0,0.0,36.98,0.0,0.0,0.0,Female,West Midlands,22.29,6.16,11.5,38.65,2
5498,Zero,26-30,Single/Never Married,Professional,Unknown,Own Home,"<25,000, >=22,500",No,No,1994,Yorkshire,PE11 1JF,PE11,39.48,138.97,0.0,50.97,0.0,0.0,0.0,173.89,0.0,0.0,0.0,Female,East Midlands,45.88,28.98,37.48,122.19,2
7130,Zero,55-60,Partner,Retired,Professional,Own Home,"<15,000, >=12,500",No,No,1979,Yorkshire,DN4 6AL,DN4,0.0,0.0,24.99,100.44,10.46,9.49,111.9,53.44,0.0,0.0,0.0,Male,Unknown,27.18,29.14,47.62,114.32,2
1190,1,36-40,Partner,Other,Manual Worker,Own Home,"<17,500, >=15,000",No,Yes,1980,Tyne Tees,DL1 3DX,DL1,0.0,9.99,0.0,61.95,0.0,14.49,0.0,0.0,2.0,0.0,0.0,Female,North,14.39,2.75,13.07,-44.7,2
3359,Zero,51-55,Partner,Unknown,Business Manager,Own Home,"<27,500, >=25,000",No,No,1978,Yorkshire,DN2 4BY,DN2,0.0,0.0,0.0,0.0,0.0,0.0,55.97,0.0,0.0,0.0,0.0,Female,Unknown,0.0,9.33,9.33,37.26,2
2064,2,26-30,Partner,Manual Worker,Professional,Own Home,"<30,000, >=27,500",No,No,1910,Carlton,M6 8QD,M6,51.46,24.48,0.0,79.97,19.97,55.42,0.0,61.95,0.0,0.0,0.0,Male,North West,35.18,19.56,36.22,160.18,2
3613,2,26-30,Partner,Professional,Other,Own Home,"<22,500, >=20,000",No,No,1993,Central,DE7 6LU,DE7,94.84,79.45,77.96,234.85,20.97,192.38,99.38,86.44,24.46,80.11,43.44,Female,East Midlands,101.61,87.7,109.75,268.3,2
466,Zero,45-50,Partner,Business Manager,Housewife,Own Home,"<30,000, >=27,500",No,No,1997,Central,NN11 6JH,NN11,0.0,0.0,0.0,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,East Midlands,3.0,0.0,2.5,-40.31,2
1529,Zero,51-55,Partner,Business Manager,Manual Worker,Own Home,"<25,000, >=22,500",No,No,1982,Carlton,M12 4EY,M12,7.49,29.48,23.48,23.47,0.0,68.41,53.43,99.39,2.49,0.0,0.0,Male,North West,16.78,37.29,41.2,84.67,2
10790,2,26-30,Partner,Business Manager,Business Manager,Own Home,">=35,000",No,No,1998,Meridian,GU13 8PR,GU13,0.0,110.47,0.0,0.52,54.98,12.46,0.0,151.9,4.49,0.0,115.97,Male,South East,33.19,47.47,37.39,163.5,1
11462,3,36-40,Partner,Professional,Professional,Own Home,">=35,000",No,No,1994,Anglia,IP13 7JX,IP13,0.0,0.0,0.0,0.0,0.0,34.99,0.0,0.0,0.0,0.0,0.0,Female,East Anglia,0.0,5.83,5.83,10.02,2
5948,1,45-50,Divorced/Separated,Professional,Unknown,Own Home,"<15,000, >=12,500",No,No,1972,Granada,LA2 9PH,LA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,North West,0.0,0.0,0.0,-4.99,2
7789,Zero,55-60,Partner,Manual Worker,Housewife,Own Home,"<22,500, >=20,000",No,No,1980,TV South West,DT3 6BW,DT3,6.49,0.01,39.99,0.0,15.99,6.99,0.0,35.98,0.0,6.0,8.98,Male,South West,12.5,9.66,9.83,1.1,2
5694,2,31-35,Partner,Unknown,Manual Worker,Own Home,"<30,000, >=27,500",Yes,No,1996,Meridian,BH14 8QD,BH14,64.97,0.0,0.0,0.0,105.39,0.0,0.0,0.0,16.98,0.0,15.0,Female,South West,34.07,5.33,20.4,98.05,2
8662,Zero,51-55,Partner,Secretarial/Admin,Retired,Own Home,"<30,000, >=27,500",No,No,1981,Central,B91 3PT,B91,0.0,64.98,0.0,25.49,0.0,41.48,10.49,19.98,0.0,0.0,0.0,Female,West Midlands,18.09,11.99,16.24,-13.39,2
1671,Zero,55-60,Partner,Retired,Secretarial/Admin,Own Home,"<22,500, >=20,000",No,No,1979,Anglia,IP5 1HA,IP5,0.0,0.0,0.0,0.0,44.96,14.99,0.0,69.47,0.0,9.98,24.97,Female,East Anglia,8.99,19.9,21.57,93.57,2
1954,Zero,45-50,Partner,Secretarial/Admin,Business Manager,Own Home,"<30,000, >=27,500",No,Yes,1979,Central,CV37 7DX,CV37,36.47,0.0,0.0,19.99,65.6,25.96,0.0,49.46,10.0,0.0,0.0,Female,West Midlands,24.41,14.24,28.5,90.39,2
5482,Zero,71+,Single/Never Married,Retired,Unknown,Own Home,"<10,000, >= 8,000",No,No,1983,HTV,SN15 3TZ,SN15,0.0,24.99,0.0,34.49,0.0,0.0,0.0,2.02,0.0,0.0,0.0,Female,South West,11.9,0.34,6.09,14.22,2
10068,2,41-45,Partner,Professional,Manual Worker,Own Home,">=35,000",No,Yes,1984,Central,L12 7NA,L12,0.0,0.0,39.99,89.45,0.0,21.48,0.0,0.0,4.49,18.97,11.48,Female,North West,25.89,9.4,19.24,18.51,2
2591,1,26-30,Partner,Other,Manual Worker,Rent Privately,"< 8,000, >= 4,000",No,No,1997,Yorkshire,S41 8DE,S41,0.0,100.96,49.48,25.98,11.98,110.95,31.98,11.49,0.0,11.22,0.0,Female,East Midlands,37.68,27.61,32.06,108.85,2
1806,Zero,45-50,Partner,Manual Worker,Manual Worker,Own Home,"<20,000, >=17,500",No,No,1974,Central,DY1 4EQ,DY1,0.0,0.0,0.0,48.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,West Midlands,9.8,0.0,8.17,-2.45,2
1607,2,51-55,Partner,Business Manager,Secretarial/Admin,Own Home,"<27,500, >=25,000",No,No,1972,Carlton,AL2 2BG,AL2,0.0,0.0,0.0,99.94,0.0,0.0,0.0,0.0,0.0,7.48,0.0,Male,South East,19.99,1.25,16.66,24.68,2
4844,Zero,22-25,Partner,Professional,Business Manager,Own Home,"<30,000, >=27,500",No,No,1992,Ulster,BT79 9NW,BT79,0.0,0.0,29.99,0.0,0.0,0.0,0.0,35.98,0.0,0.0,0.0,Female,Northern Ireland,6.0,6.0,6.0,30.91,2
10082,Zero,51-55,Partner,Professional,Professional,Own Home,"<25,000, >=22,500",No,No,1993,Meridian,L9 9TL,L9,204.91,0.01,24.49,17.49,29.99,38.98,0.0,0.0,0.0,0.99,0.0,Female,North West,55.38,6.66,14.41,48.02,2
8990,Zero,41-45,Partner,Manual Worker,Manual Worker,Own Home,"<25,000, >=22,500",No,No,1972,Meridian,L31 5DX,L31,0.0,0.0,0.0,0.0,0.0,14.97,0.0,0.0,0.0,0.0,0.0,Female,North West,0.0,2.5,2.5,-7.19,2
7869,Zero,71+,Partner,Retired,Retired,Rent Privately,"< 8,000, >= 4,000",No,No,1964,HTV,CF45 4DS,CF45,6.99,0.0,21.95,15.48,9.49,17.49,0.0,0.0,6.48,4.48,0.0,Male,Wales,10.78,4.74,8.16,28.85,2
1967,Zero,55-60,Partner,Professional,Housewife,Own Home,"<27,500, >=25,000",Yes,No,1972,Yorkshire,YO12 5NQ,YO12,0.0,0.0,0.0,0.0,0.0,44.48,68.43,0.0,29.99,0.0,0.0,Male,Unknown,0.0,23.82,23.82,7.61,2
2311,Zero,Unknown,Unknown,Unknown,Unknown,Unclassified,Unknown,No,No,0,Yorkshire,LS29 7BE,LS29,44.48,0.0,46.98,99.44,45.47,6.99,156.4,86.93,12.95,0.0,111.32,Male,Unknown,47.27,62.43,68.03,98.95,2
2525,Zero,61-65,Partner,Retired,Retired,Own Home,"<12,500, >=10,000",No,No,1989,Yorkshire,HX2 0AA,HX2,0.0,0.0,0.0,0.0,0.0,12.47,0.0,0.0,0.0,18.96,0.0,Male,Unknown,0.0,5.24,2.08,-50.92,2
1720,2,45-50,Partner,Secretarial/Admin,Professional,Own Home,">=35,000",No,No,1982,Meridian,L31 6NN,L31,0.0,64.98,7.49,230.4,73.43,28.96,59.95,92.42,0.0,0.0,7.99,Female,North West,75.26,31.55,80.86,174.54,2
2998,Zero,45-50,Partner,Secretarial/Admin,Manual Worker,Own Home,"<30,000, >=27,500",No,No,1977,Yorkshire,PE12 6QR,PE12,0.0,27.48,0.0,23.49,32.46,34.99,0.0,35.97,0.0,6.99,0.0,Female,East Midlands,16.69,12.99,21.15,41.98,2
6227,2,36-40,Partner,Business Manager,Secretarial/Admin,Own Home,"<27,500, >=25,000",No,No,1988,Central,WS7 9BT,WS7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.99,0.0,10.99,0.0,Male,West Midlands,0.0,3.83,2.0,20.42,2
11492,Zero,41-45,Partner,Secretarial/Admin,Unknown,Rent from Council/HA,"<12,500, >=10,000",No,No,1999,Scottish TV,G68 9ED,G68,176.9,0.0,163.96,155.9,139.37,101.44,0.0,89.93,1.0,36.11,114.42,Female,Scotland,127.23,57.15,81.27,251.14,2
1507,Zero,41-45,Partner,Other,Professional,Own Home,">=35,000",No,No,1996,Grampian,PH2 6DA,PH2,0.0,48.95,0.0,84.94,21.96,29.47,0.0,96.43,48.46,9.96,10.99,Female,Scotland,31.17,32.55,46.88,128.89,1
957,3,31-35,Partner,Professional,Secretarial/Admin,Own Home,"<22,500, >=20,000",No,No,1989,Ulster,BT61 9JY,BT61,0.0,129.47,11.98,19.99,0.0,30.0,0.0,63.92,0.0,2.48,0.0,Male,Northern Ireland,32.29,16.07,18.99,60.64,2
1305,Zero,26-30,Single/Never Married,Student,Unknown,Live in Parental Hom,"< 4,000",No,No,1969,Granada,PR3 2BP,PR3,0.0,34.99,0.0,85.96,0.0,48.99,0.0,31.47,0.0,0.0,0.0,Female,North West,24.19,13.41,27.74,80.68,2
4133,Zero,51-55,Partner,Secretarial/Admin,Professional,Own Home,"<27,500, >=25,000",No,No,1986,Tyne Tees,TS25 1AT,TS25,17.99,17.99,0.0,95.96,13.49,109.46,0.0,0.0,0.0,0.0,0.0,Female,North,29.09,18.24,36.49,141.84,2
6646,Zero,71+,Widowed,Unknown,Unknown,Own Home,"<10,000, >= 8,000",No,No,1972,HTV,LL28 4DW,LL28,0.0,176.92,44.48,123.95,24.47,26.97,0.0,36.97,0.0,0.0,3.99,Female,Wales,73.96,11.32,35.39,134.64,2
9720,Zero,55-60,Partner,Retired,Unknown,Own Home,"<17,500, >=15,000",No,Yes,1960,HTV,LL28 5LU,LL28,29.49,342.87,170.92,57.44,88.95,35.21,0.0,92.91,2.49,1.0,105.39,Female,Wales,137.93,39.5,46.17,225.78,2
10369,Zero,36-40,Single/Never Married,Manual Worker,Unknown,Own Home,"<15,000, >=12,500",No,No,1990,Yorkshire,HD6 4EB,HD6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.47,0.0,0.0,0.0,Female,Unknown,0.0,2.25,2.25,19.27,2
5505,Zero,51-55,Partner,Professional,Professional,Own Home,">=35,000",No,No,1978,Central,OX12 8EL,OX12,0.0,0.0,27.99,57.48,0.0,39.98,57.44,74.92,20.49,0.0,0.0,Female,South East,17.09,32.14,41.72,82.82,2
523,2,36-40,Partner,Professional,Professional,Own Home,"<30,000, >=27,500",No,No,1996,TV South West,EX33 1JW,EX33,0.0,60.95,24.48,138.38,0.0,35.48,116.88,21.99,2.0,7.99,0.0,Female,South West,44.76,30.72,52.46,85.59,2
2004,Zero,45-50,Partner,Housewife,Other,Own Home,"<12,500, >=10,000",No,No,1986,HTV,BA12 9LY,BA12,0.0,94.47,0.0,297.36,0.0,1.99,0.0,63.44,4.49,30.45,11.96,Female,South West,78.37,18.72,61.21,179.52,1
4714,Zero,71+,Widowed,Unknown,Unknown,Rent Privately,"< 4,000",No,No,1943,Granada,M46 9PR,M46,0.0,0.0,0.0,203.42,0.0,12.98,0.0,0.0,0.0,0.0,0.0,Female,North West,40.68,2.16,36.07,58.63,2
5395,1,45-50,Partner,Housewife,Professional,Own Home,"<30,000, >=27,500",No,No,1982,Tyne Tees,SR2 7UX,SR2,18.49,0.0,25.98,28.97,38.48,36.97,80.95,25.98,25.2,36.42,0.0,Female,North,22.38,34.25,39.43,111.39,2
10890,Zero,51-55,Divorced/Separated,Secretarial/Admin,Unknown,Own Home,"<20,000, >=17,500",No,No,1988,HTV,CF42 5LG,CF42,71.96,119.49,39.48,173.37,85.4,41.98,0.0,99.91,4.49,0.0,0.0,Female,Wales,97.94,24.4,67.53,229.96,2
10428,Zero,22-25,Partner,Business Manager,Manual Worker,Own Home,"<25,000, >=22,500",No,No,1998,Anglia,IP5 2WH,IP5,164.42,0.0,0.0,0.0,19.98,7.49,0.0,12.48,0.0,0.0,0.0,Female,East Anglia,36.88,3.33,6.66,22.27,1
10672,Zero,61-65,Widowed,Retired,Business Manager,Own Home,"<15,000, >=12,500",No,No,1967,Unknown,CH63 3BG,CH63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.48,0.0,0.0,0.0,Female,Unknown,0.0,1.58,1.58,40.1,2
5369,Zero,22-25,Single/Never Married,Professional,Unknown,Own Home,"<27,500, >=25,000",No,No,1998,Anglia,WA16 9GB,WA16,74.44,84.48,143.42,168.39,62.38,50.91,0.0,69.93,12.98,0.0,0.0,Female,North West,106.62,22.3,60.77,173.33,2
9906,Zero,61-65,Partner,Retired,Retired,Own Home,"<15,000, >=12,500",No,No,1969,Central,WS13 7DL,WS13,0.0,0.0,14.99,13.48,0.0,19.99,0.0,0.0,0.0,0.0,0.0,Female,West Midlands,5.69,3.33,5.58,-12.09,2
424,Zero,55-60,Partner,Retired,Retired,Rent from Council/HA,"<12,500, >=10,000",No,No,1986,Meridian,M21 2XA,M21,0.0,29.99,0.0,27.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,North West,11.5,0.0,4.58,44.48,2
3549,Zero,45-50,Partner,Other,Manual Worker,Own Home,"<17,500, >=15,000",No,No,1996,Tyne Tees,NE31 2RT,NE31,0.0,82.48,53.96,25.99,0.0,2.98,0.0,51.96,0.0,0.0,0.0,Female,North,32.49,9.16,13.49,48.1,2
9476,Zero,51-55,Single/Never Married,Professional,Professional,Own Home,"<27,500, >=25,000",No,No,1990,Meridian,L16 8DX,L16,0.0,0.0,0.0,0.0,0.0,0.0,108.47,7.49,19.99,0.0,38.97,Female,North West,0.0,29.15,22.66,75.16,2
1523,Zero,55-60,Partner,Business Manager,Retired,Own Home,"<17,500, >=15,000",Yes,No,1976,Central,B74 2TR,B74,0.0,0.0,0.0,0.0,0.0,11.99,0.0,50.44,0.0,0.0,201.96,Female,West Midlands,0.0,44.07,10.41,43.36,1
1392,Zero,55-60,Widowed,Other,Unknown,Rent from Council/HA,"< 8,000, >= 4,000",No,No,1969,Carlton,WD3 6BD,WD3,117.4,1.03,285.29,255.36,118.8,67.47,0.0,37.45,29.49,5.72,0.0,Female,South East,155.58,23.36,84.76,285.73,2
11160,Zero,61-65,Partner,Retired,Housewife,Own Home,"< 8,000, >= 4,000",No,No,1967,Central,CV22 5NH,CV22,12.98,71.97,27.99,137.43,0.0,62.91,0.0,49.97,3.49,3.99,44.95,Male,West Midlands,50.07,27.55,42.3,119.48,2
3110,2,41-45,Partner,Manual Worker,Manual Worker,Own Home,"<15,000, >=12,500",No,No,1985,Yorkshire,DN12 2EN,DN12,0.0,17.99,0.0,22.0,0.0,34.99,0.0,0.0,0.0,8.99,0.0,Male,Unknown,8.0,7.33,9.5,42.7,2
5139,2,36-40,Partner,Unknown,Unknown,Own Home,">=35,000",Yes,Yes,1992,Central,OX5 2YE,OX5,8.45,18.46,6.99,87.95,0.0,25.0,95.89,33.98,22.46,4.49,0.0,Female,South East,24.37,30.3,44.21,113.87,2
3374,Zero,55-60,Partner,Housewife,Business Manager,Own Home,"<15,000, >=12,500",No,No,1969,Yorkshire,BD5 8HR,BD5,0.0,34.99,24.49,119.45,61.45,11.99,0.0,0.0,0.0,0.0,21.48,Female,Unknown,48.08,5.58,32.15,58.49,2
1541,2,26-30,Partner,Professional,Manual Worker,Own Home,">=35,000",No,Yes,1997,Tyne Tees,NE9 6PR,NE9,94.47,0.0,14.48,0.0,9.98,0.0,0.0,0.0,0.0,0.0,0.0,Female,North,23.79,0.0,1.66,6.91,2
1228,Zero,61-65,Partner,Retired,Retired,Rent from Council/HA,"<10,000, >= 8,000",No,No,1996,Meridian,ME3 7JG,ME3,76.44,0.0,177.89,0.0,72.69,31.95,99.91,80.41,21.97,41.41,3.99,Female,South East,65.4,46.61,51.16,176.07,2
7854,Zero,36-40,Single/Never Married,Secretarial/Admin,Secretarial/Admin,Own Home,"<15,000, >=12,500",No,No,1986,Central,DE4 2SB,DE4,69.99,86.97,24.99,218.39,80.79,127.34,0.0,47.95,1.99,7.99,77.47,Male,East Midlands,96.23,43.79,79.41,202.72,2
6380,1,41-45,Divorced/Separated,Business Manager,Student,Own Home,"<20,000, >=17,500",No,No,1997,HTV,CF37 2HG,CF37,10.0,36.98,24.98,89.96,20.47,14.47,144.38,63.43,30.95,10.48,0.0,Male,Wales,36.48,43.95,60.61,109.89,2
9017,Zero,65-70,Partner,Retired,Retired,Rent from Council/HA,"<10,000, >= 8,000",No,No,1952,Central,B75 7PD,B75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,Female,West Midlands,0.0,17.67,17.67,31.62,2
2067,3,36-40,Partner,Secretarial/Admin,Business Manager,Own Home,">=35,000",No,No,1992,Anglia,PE3 9AU,PE3,94.98,0.0,0.0,210.35,52.96,88.41,0.0,43.46,18.97,0.0,29.99,Female,East Anglia,71.66,30.14,69.03,197.0,2
5999,Zero,71+,Partner,Retired,Retired,Own Home,"<15,000, >=12,500",No,No,1977,Central,SY3 0NW,SY3,16.48,129.97,0.0,0.01,15.99,9.48,0.0,33.97,0.0,0.0,15.99,Male,West Midlands,32.49,9.91,9.91,40.09,2
1542,Zero,61-65,Widowed,Retired,Unknown,Own Home,"<10,000, >= 8,000",No,No,1965,Central,DY9 0PD,DY9,0.0,126.96,0.0,128.94,0.0,29.99,36.48,177.34,39.48,0.0,0.0,Female,West Midlands,51.18,47.22,68.71,132.39,2
11033,Zero,51-55,Partner,Professional,Business Manager,Own Home,"<27,500, >=25,000",No,Yes,1996,HTV,BS7 8JW,BS7,35.98,0.0,61.48,224.94,0.0,0.0,0.0,64.55,0.0,0.0,0.0,Female,South West,64.48,10.76,48.25,123.33,1
6257,Zero,45-50,Partner,Professional,Professional,Own Home,">=35,000",Yes,No,1973,Yorkshire,S60 3BT,S60,0.0,69.46,0.0,157.91,34.49,30.44,0.0,64.94,0.0,5.48,0.0,Male,Unknown,52.37,16.81,47.96,113.04,2
2168,2,31-35,Partner,Manual Worker,Professional,Own Home,"<25,000, >=22,500",No,No,1989,Scottish TV,FK10 2JR,FK10,0.0,43.98,20.0,19.98,6.17,95.35,11.48,78.15,0.0,0.0,33.98,Male,Scotland,18.03,36.49,35.19,99.04,2
7804,3,36-40,Partner,Housewife,Manual Worker,Own Home,"<25,000, >=22,500",No,No,1980,Central,HP20 1NX,HP20,7.99,151.97,39.46,125.92,137.44,58.94,0.0,36.47,0.0,23.93,0.0,Female,South East,92.56,19.89,59.8,166.59,2
638,Zero,26-30,Single/Never Married,Secretarial/Admin,Unknown,Rent Privately,"<25,000, >=22,500",No,No,1998,Central,OX12 7JW,OX12,29.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,South East,6.0,0.0,0.0,3.43,2
10001,Zero,31-35,Single/Never Married,Manual Worker,Unknown,Own Home,"<12,500, >=10,000",No,No,1998,Carlton,CR7 7EE,CR7,118.98,45.44,129.46,45.48,39.45,77.41,0.0,43.98,0.0,0.0,0.0,Male,South East,75.76,20.23,34.39,137.25,2
8968,2,26-30,Partner,Housewife,Professional,Own Home,"<25,000, >=22,500",No,No,1997,Meridian,ME8 9SR,ME8,0.0,0.51,9.49,0.0,0.0,0.0,6.99,29.48,0.0,0.0,0.0,Female,South East,2.0,6.08,6.08,1.91,2
4185,Zero,26-30,Partner,Business Manager,Secretarial/Admin,Own Home,Unknown,No,No,1998,Carlton,L1 1HW,L1,0.0,194.47,0.0,0.0,0.0,7.98,0.0,0.51,0.0,0.0,0.0,Female,North West,38.89,1.42,1.42,50.71,2
5249,Zero,61-65,Partner,Retired,Retired,Own Home,"<10,000, >= 8,000",No,No,1976,Tyne Tees,TS26 0UH,TS26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.39,0.0,0.0,0.0,Male,North,0.0,17.23,17.23,21.35,2
10900,Zero,45-50,Single/Never Married,Professional,Professional,Own Home,">=35,000",No,No,1989,Anglia,NR18 0EE,NR18,14.49,51.99,44.49,123.95,19.48,0.0,0.0,51.16,0.0,0.0,458.42,Female,East Anglia,50.88,84.93,32.43,148.02,1
1377,Zero,45-50,Partner,Housewife,Professional,Own Home,">=35,000",No,No,1994,Granada,SY14 7LW,SY14,0.0,161.44,0.0,130.91,0.0,34.99,0.0,0.0,9.98,0.0,0.0,Female,North West,58.47,7.5,29.31,138.56,2
1353,Zero,41-45,Partner,Business Manager,Professional,Own Home,">=35,000",No,No,1986,Central,WS14 9SF,WS14,0.0,0.0,0.0,0.0,0.0,4.99,0.0,0.0,0.0,9.21,3.99,Female,West Midlands,0.0,3.03,0.83,1.5,2
10772,1,31-35,Partner,Manual Worker,Manual Worker,Own Home,"<22,500, >=20,000",No,No,1983,Scottish TV,EH47 9EH,EH47,0.0,0.0,49.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,Scotland,10.0,0.0,0.0,11.14,2
1024,3,31-35,Divorced/Separated,Manual Worker,Professional,Own Home,"<17,500, >=15,000",Yes,No,1984,Unknown,CF3 1TE,CF3,0.0,115.48,0.0,55.46,22.47,10.0,8.99,20.0,29.99,0.0,0.0,Female,Unknown,38.68,11.5,24.49,59.09,2
6937,2,36-40,Partner,Other,Manual Worker,Own Home,"<17,500, >=15,000",No,No,1997,Scottish TV,KY2 5PJ,KY2,0.0,0.0,0.0,0.0,17.48,43.98,0.0,19.48,0.0,0.0,0.0,Female,Scotland,3.5,10.58,13.49,17.97,2
